Title,Additional Authors,ISBN,My Rating,Publisher,Binding,Year Published,Date Read,Date Added,Bookshelves,My Review,Author,Owned,Favorite,Wishlist,Plan To Read,Currently Reading,Read,ASIN,Shelfari Edition Id,Shelfari Book Id,Condition,Original Purchase Date,Purchase Price,Private Notes,Loaned,Loaned To,Loaned On,Loan Due,Shelfari Date Read,Is Private
Mindset,"Dweck, Carol S.",0345472322,3,,Paperback,2007,17012012,03122011,"psychology,learning,cognitive development and growth","Good message, though quite repetitive. I feel this could have used more 'hands on' or exercises. ",Carol Dweck,True,False,False,False,False,True,0345472322,4396835,919951,,01010001,0,,False,False,,01010001,01010001,1/17/2012,False
When All Hell Breaks Loose,"Lundin, Cody; Russell Miller; Christopher Marchetti",142360105X,3,,Paperback,2007,29122012,31122012,"nonfiction,survival,food,cody lundin,emergencies,disaster preparedness,shelter,catastrophe,water,disasters,security",,Cody Lundin,False,False,False,False,False,True,142360105X,4399989,3643623,,01010001,0,,False,False,,01010001,01010001,12/29/2012,False
The Relationship Cure,"Gottman, John M.",0609809539,0,,Paperback,2002,01010001,03122011,,,John Gottman,True,False,False,False,False,True,0609809539,4408583,14122,,01010001,0,,False,False,,01010001,01010001,,False
American Nerd,"Nugent, Benjamin",0743288017,0,,Hardcover,2008,01010001,04122011,,,Benjamin Nugent,False,False,False,False,False,True,0743288017,4423274,3660450,,01010001,0,,False,False,,01010001,01010001,,False
The Truth About Chuck Norris,"Spector, Ian",1592403441,3,,Paperback,2007,11052012,11052012,"comedy,internet,roundhouse kick,chuck norris",,Ian Spector,False,False,False,False,False,True,1592403441,4428986,3664660,,01010001,0,,False,False,,01010001,01010001,5/11/2012,False
The No S Diet,"Engels, Reinhard; Ben Kallen",0399534040,0,,Paperback,2008,01010001,04122011,,,"Reinhard Engels, Ben Kallen",False,False,False,False,False,True,0399534040,4431836,3666631,,01010001,0,,False,False,,01010001,01010001,,False
Final Impact,"Birmingham, John",034545717X,0,,Mass Market Paperback,2008,01010001,04122011,,,John Birmingham,False,False,False,False,False,True,034545717X,4447095,84402,,01010001,0,,False,False,,01010001,01010001,,False
Little Brother,"Doctorow, Cory",0765319853,4,,Hardcover,2008,01010001,04122011,,,Cory Doctorow,False,False,False,False,False,True,0765319853,4450386,3680372,,01010001,0,,False,False,,01010001,01010001,,False
The Girl with the Dragon Tattoo,"Larsson, Stieg",0307269752,4,,Hardcover,2008,04012014,03012014,"fiction,crime,thriller,mystery,crime fiction,contemporary fiction,millennium trilogy,lisbeth salander,stieg larsson,computer hacker,sweden,journalism,dark,aspergers,female detective,abuse,suspense",,Stieg Larsson,False,False,False,False,False,True,0307269752,4466143,3542641,,01010001,0,,False,False,,01010001,01010001,1/4/2014,False
The Night Gardener,"Pelecanos, George P.",9780446619219,4,,Mass Market Paperback,2007,01010001,03122011,"crime,mystery,george pelecanos",,George P. Pelecanos,False,False,False,False,False,True,0446619213,4473230,32462,,01010001,0,,False,False,,01010001,01010001,,False
Under the Banner of Heaven,"Krakauer, Jon",,0,,Kindle Edition,2004,01010001,04122011,"non-fiction,fundamentalism,jon krakauer,mormons",,Jon Krakauer,False,False,False,False,False,True,B000FC1R2S,4485814,11572,,01010001,0,,False,False,,01010001,01010001,,False
Brain Rules,"Medina, John J.",0979777704,0,,Hardcover,2008,01010001,03122011,"neuroscience,brain",,John Medina,False,False,False,False,False,True,0979777704,4497413,3711641,,01010001,0,,False,False,,01010001,01010001,,False
Downtown Owl,"Klosterman, Chuck",1416544186,0,,Hardcover,2008,01010001,04122011,,,Chuck Klosterman,False,False,False,False,False,True,1416544186,4510037,3719548,,01010001,0,,False,False,,01010001,01010001,,False
Kill Everyone: Advanced Strategies for No-limit Hold 'em Poker Tournaments and Sit-n-go's,,0929712471,3,,Paperback,2007,02022012,06022012,"poker,poker tournaments",,"Lee Nelson, Tysen Streib, Kim Lee",False,False,False,False,False,True,0929712471,4530231,3732420,,01010001,0,,False,False,,01010001,01010001,2/2/2012,False
Build Muscle Lose Fat Look Great: Everything You Need to Know to Transform Your Body,"McRobert, Stuart",9963916309,0,,Paperback,2007,01010001,04122011,,,Stuart McRobert,False,False,False,False,False,True,9963916309,4545809,3742155,,01010001,0,,False,False,,01010001,01010001,,False
"Brawn, 3rd Edition",,9963916317,0,,Paperback,2007,01010001,04122011,,,Stuart McRobert,False,False,False,False,False,True,9963916317,4545811,3742156,,01010001,0,,False,False,,01010001,01010001,,False
Dirty Money,"Stark, Richard",0446178586,0,,Hardcover,2008,01010001,03122011,,,Richard Stark,False,False,False,False,False,True,0446178586,4565246,3754664,,01010001,0,,False,False,,01010001,01010001,,False
The Blonde,"Swierczynski, Duane",0312374593,0,,Paperback,2007,01010001,04122011,,,Duane Swierczynski,False,False,False,False,False,True,0312374593,4568551,455264,,01010001,0,,False,False,,01010001,01010001,,False
Maximum Strength: Get Your Strongest Body in 16 Weeks With the Ultimate Weight-training Program,"Cressey, Eric",1600940579,0,,Paperback,2008,01010001,03122011,,,"M.A. Eric Cressey CSCS CSCS, Matt Fitzgerald",True,False,False,False,False,True,1600940579,4600955,3777982,,01010001,0,,False,False,,01010001,01010001,,False
The Five Gold Bands / The Dragon Masters,"Vance, Jack",0441166407,3,,Mass Market Paperback,1969,19102013,11102013,"science fiction,jack vance",,Jack Vance,False,False,False,False,False,True,0441166407,4618823,11700951,,01010001,0,,False,False,,01010001,01010001,10/19/2013,False
"Big City, Bad Blood: A Novel","Chercover, Sean",0061128686,3,,Mass Market Paperback,2008,01010001,03122011,,,Sean Chercover,False,False,False,False,False,True,0061128686,4627516,419841,,01010001,0,,False,False,,01010001,01010001,,False
The Adventures of Johnny Bunko,"Pink, Daniel H.; Rob Ten Pas",1594482918,0,,Paperback,2008,01010001,03122011,,,Daniel H. Pink,True,False,False,False,False,True,1594482918,4628807,3795949,,01010001,0,,False,False,,01010001,01010001,,False
Somebody Owes Me Money,"Westlake, Donald E.",0843959622,0,,Mass Market Paperback,2008,01010001,03122011,,,Donald E. Westlake,True,False,False,False,False,True,0843959622,4630402,3743788,,01010001,0,,False,False,,01010001,01010001,,False
A Dance with Dragons,"Martin, George R. R.",9780553801477,4,,Hardcover,2011,15092012,04122011,"a song of ice and fire,war,epic fantasy,auth: george r. r. martin,series: book 5,political thriller,dragons,medieval",,George R. R. Martin,False,False,False,False,False,True,0553801473,4736498,1680817,,01010001,0,,False,False,,01010001,01010001,9/15/2012,False
Enter The Kettlebell! Strength Secret of The Soviet Supermen,"Tsatsouline, Pavel",0938045695,4,,Paperback,2006,01010001,04122011,,,Pavel Tsatsouline,False,False,False,False,False,True,0938045695,4757030,3877779,,01010001,0,,False,False,,01010001,01010001,,False
"I, Robot","Asimov, Isaac",055338256X,0,,Paperback,2008,01010001,03122011,,,Isaac Asimov,False,False,False,False,False,True,055338256X,4769166,39141,,01010001,0,,False,False,,01010001,01010001,,False
Zoe's Tale,"Scalzi, John",0765316986,4,,Hardcover,2008,08022012,20012012,"science fiction,john scalzi,old man's war series",,John Scalzi,False,False,False,False,False,True,0765316986,4794167,3901601,,01010001,0,,False,False,,01010001,01010001,2/8/2012,False
Java : an introduction to problem solving & programming,"Savitch, Walter J.",0136130887,0,,Paperback,2008,01010001,13042014,,,"Walter Savitch, Frank M. Carrano",False,False,False,True,False,False,0136130887,4809686,9272950,,01010001,0,,False,False,,01010001,01010001,,False
8 to Be Great: The 8-Traits That Lead to Great Success,,0973900911,4,,Paperback,2007,02012013,19122012,"non-fiction,nonfiction,self-help,productivity,self improvement,time management,learning,ideas,work,serve,persist,push,improve,passion,focus,success",,Richard St John,False,False,False,False,False,True,0973900911,4811277,3912463,,01010001,0,,False,False,,01010001,01010001,1/2/2013,False
A Member of the Family,"Millan, Cesar; Melissa Jo Peltier",0307408914,0,,Hardcover,2008,01010001,04122011,,,"Cesar Millan, Melissa Jo Peltier",False,False,False,False,False,True,0307408914,4817321,3916427,,01010001,0,,False,False,,01010001,01010001,,False
Freakonomics,"Levitt, Steven D.; Stephen J. Dubner",0713998067,0,,Hardcover,2005,01010001,03122011,,,"Steven; Dubner, Stephen J. Levitt",False,False,False,False,False,True,0713998067,4909836,10009,,01010001,0,,False,False,,01010001,01010001,,False
Just After Sunset,"King, Stephen",9781416584087,0,,Hardcover,2008,01010001,04122011,,,Stephen King,False,False,False,False,False,True,1416584080,4916667,3982041,,01010001,0,,False,False,,01010001,01010001,,False
The Hunger Games,"Collins, Suzanne",0439023483,4,,Hardcover,2008,02052012,02052012,"dystopia,suzanne collins,competition",,Suzanne Collins,False,False,False,False,False,True,0439023483,4925008,3987702,,01010001,0,,False,False,,01010001,01010001,5/2/2012,False
The Cold Spot,"Piccirilli, Tom",0553590847,0,,Mass Market Paperback,2008,01010001,04122011,,,Tom Piccirilli,False,False,False,False,False,True,0553590847,4997361,4035868,,01010001,0,,False,False,,01010001,01010001,,False
Princeps' Fury,"Butcher, Jim",0441016383,0,,Hardcover,2008,01010001,04122011,,,Jim Butcher,False,False,False,False,False,True,0441016383,5004237,4040511,,01010001,0,,False,False,,01010001,01010001,,False
Making It All Work,"Allen, David",067001995X,0,,Hardcover,2008,01010001,04122011,,,David Allen,False,False,False,False,False,True,067001995X,5029509,4056699,,01010001,0,,False,False,,01010001,01010001,,False
The Alternate-Day Diet,"Johnson, James B.",0399154930,0,,Hardcover,2008,01010001,03122011,,,James B. Johnson M.D.,False,False,False,False,False,True,0399154930,5049927,4070086,,01010001,0,,False,False,,01010001,01010001,,False
The Origin of Consciousness in the Breakdown of the Bicameral Mind,"Jaynes, Julian",0395563526,4,,Paperback,1990,27022012,03122011,"psychology,philosophy,cognition,bicameral mind,consciousness",Like reading a Jeopardy board more than a book. Mind bending and tough.,Julian Jaynes,False,False,False,False,False,True,0395563526,5051766,61228,,01010001,0,,False,False,,01010001,01010001,2/27/2012,False
Content,"Doctorow, Cory",1892391813,4,,Paperback,2008,01012011,04122011,,,Cory Doctorow,False,False,False,False,False,True,1892391813,5121630,4117197,,01010001,0,,False,False,,01010001,01010001,1/1/2011,False
Notes from a Small Island,"Bryson, Bill",0380727501,0,,Paperback,2001,01010001,03122011,,,Bill Bryson,False,False,False,False,False,True,0380727501,5122963,24195,,01010001,0,,False,False,,01010001,01010001,,False
The Intrinsic Exerciser: Discovering the Joy of Exercise,"Kimiecik, Jay C.",061812490X,4,,Paperback,2002,01062003,13052012,,,Jay C. Kimiecik,False,False,False,False,False,True,061812490X,5129915,4122507,,01010001,0,,False,False,,01010001,01010001,6/1/2003,False
Every Hand Revealed,"Hansen, Gus",0818407271,4,,Paperback,2008,23012012,03122011,,,Gus Hansen,True,False,False,False,False,True,0818407271,5141592,4130219,,01010001,0,,False,False,,01010001,01010001,1/23/2012,False
Without Warning,"Birmingham, John",9780345502896,0,,Hardcover,2009,01010001,04122011,,,John Birmingham,False,False,False,False,False,True,0345502892,5152412,4137531,,01010001,0,,False,False,,01010001,01010001,,False
Turn Coat,"Butcher, Jim",0451462564,0,,Hardcover,2009,01010001,03122011,,,Jim Butcher,False,False,False,False,False,True,0451462564,5155664,4139441,,01010001,0,,False,False,,01010001,01010001,,False
The 6-Week Cure for the Middle-Aged Middle,,0307450716,3,,Hardcover,2009,01010001,04122011,,,"Michael R. Eades, Mary Dan Eades",False,False,False,False,False,True,0307450716,5158264,4140989,,01010001,0,,False,False,,01010001,01010001,,False
Fedora 9 and Red Hat Enterprise Linux Bible (Bible (Wiley)),,0470373628,0,,Paperback,2008,01010001,22122011,"fedora 9,red hat enterprise linux,fedora,linux",,Christopher Negus,False,False,False,False,False,False,0470373628,5181978,4154725,,01010001,0,,False,False,,01010001,01010001,,False
Orcs,"Nicholls, Stan",0316033707,0,,Paperback,2008,01010001,04122011,,,Stan Nicholls,False,False,False,False,False,True,0316033707,5183349,601724,,01010001,0,,False,False,,01010001,01010001,,False
Mean Streets,"Butcher, Jim; Simon R. Green; Thomas E. Sniegoski; Kat Richardson",0451462491,0,,Paperback,2009,01010001,04122011,,,"Jim Butcher, Kat Richardson, Simon R. Green, Thomas E. Sniegoski",False,False,False,False,False,True,0451462491,5243024,4193586,,01010001,0,,False,False,,01010001,01010001,,False
Emergency,"Strauss, Neil",0060898771,0,,Paperback,2009,01010001,03122011,,,Neil Strauss,True,False,False,False,False,True,0060898771,5254522,4201121,,01010001,0,,False,False,,01010001,01010001,,False
Barefoot Doctors Handbook for Heroes a Spiri,,0749919817,0,,Paperback,1999,01010001,04122011,,,Stephen Russell,False,True,False,False,False,True,0749919817,5269395,4210951,,01010001,0,,False,False,,01010001,01010001,,False
"Work Less, Live More: The New Way to Retire Early","Clyatt, Bob",1413307051,3,,Paperback,2007,24052012,20012012,"nonfiction,personal finance,guidebook",,Robert Clyatt,False,False,False,False,False,True,1413307051,5296148,683556,,01010001,0,,False,False,,01010001,01010001,5/24/2012,False
Liberation,,0007165102,0,,Paperback,2004,01010001,04122011,,,The Barefoot Doctor,False,False,False,False,False,True,0007165102,5321000,4244423,,01010001,0,,False,False,,01010001,01010001,,False
Caught Stealing,"Huston, Charlie",034546477X,0,,Hardcover,2004,01010001,03122011,,,Charlie Huston,True,False,False,False,False,True,034546477X,5398335,546543,,01010001,0,,False,False,,01010001,01010001,,False
The Hunter,"Stark, Richard",0226770990,4,,Paperback,2008,22022014,03122011,"crime,parker,richard stark,crime fiction,revenge,donald westlake,parker series #1",,Richard Stark,False,False,False,False,False,True,0226770990,5410853,130711,,01010001,0,,False,False,,01010001,01010001,2/22/2014,False
As You Like It,"Shakespeare, William",,0,,Kindle Edition,1998,01010001,03122011,,,"William, 1564-1616 Shakespeare",False,False,False,False,False,True,B000JMLOZE,5466882,4339134,,01010001,0,,False,False,,01010001,01010001,,False
The Invention of Air,"Johnson, Steven",1594488525,3,,Hardcover,2008,17032013,10032013,"science,history,religion,biography,unitarian church,joseph priestley,steven johnson,franklin,american history",,Steven Johnson,False,False,False,False,False,True,1594488525,5474075,7060623,,01010001,0,,False,False,,01010001,01010001,3/17/2013,False
Blunder: Why Smart People Make Bad Decisions,"Shore, Zachary",1596912421,5,,Hardcover,2008,15112012,01112012,"oognition,traps,blunders,error,decision-making,mistakes,critical thinking",,Zachary Shore,False,False,False,False,False,True,1596912421,5501378,4361545,,01010001,0,,False,False,,01010001,01010001,11/15/2012,False
Muscle Logic : Escalating Density Training,"Staley, Charles",1594860831,4,,Paperback,2005,01010001,04122011,,,Charles Staley,False,False,False,False,False,True,1594860831,5502533,4362374,,01010001,0,,False,False,,01010001,01010001,,False
Help Yourself Get Everything Done : and Still Have Time to Play,,0340746203,0,,Paperback,2000,10062012,11062012,,More good tactics for dealing with things. ,Mark Forster,False,False,False,False,False,True,0340746203,5542392,164431,,01010001,0,,False,False,,01010001,01010001,6/10/2012,False
Talent Is Overrated,"Colvin, Geoffrey",1591842247,3,,Hardcover,2008,02072012,28062012,"psychology,deliberate practice,talent,expert performance",,Geoff Colvin,False,False,False,False,False,True,1591842247,5547657,4392402,,01010001,0,,False,False,,01010001,01010001,7/2/2012,False
The Girl Who Played with Fire,"Larsson, Stieg",0307269981,5,,Hardcover,2009,12032014,17022014,"crime,thriller,mystery,crime fiction,millennium trilogy,lisbeth salander,stieg larsson,computer hacker,sweden,violence,crime thriller,bisexuality,trilogy,hackers",,Stieg Larsson,False,False,False,False,False,True,0307269981,5593631,4039394,,01010001,0,,False,False,,01010001,01010001,3/12/2014,False
Stuffed: An Insider's Look at Who's (Really) Making America Fat,"Cardello, Hank; Doug Garr",0061363863,3,,Hardcover,2009,30092013,30092013,"non-fiction,nonfiction,health,marketing,diet,food,products,obesity",,"Hank Cardello, Doug Garr",False,False,False,False,False,True,0061363863,5611824,4433841,,01010001,0,,False,False,,01010001,01010001,9/30/2013,False
Sandman Slim,"Kadrey, Richard",0061714305,4,,Hardcover,2009,30102012,24102012,"angels,urban fantasy,sandman slim,paranormal",,Richard Kadrey,False,False,False,False,False,True,0061714305,5662447,4463604,,01010001,0,,False,False,,01010001,01010001,10/30/2012,False
Hater,"Moody, David",0312384831,0,,Hardcover,2009,01010001,03122011,,,David Moody,False,False,False,False,False,True,0312384831,5686041,223404,,01010001,0,,False,False,,01010001,01010001,,False
Road Dogs,"Leonard, Elmore",0061733148,3,,Hardcover,2009,18022012,06022012,"crime fiction,elmore leonard",,Elmore Leonard,False,False,False,False,False,True,0061733148,5737519,4479304,,01010001,0,,False,False,,01010001,01010001,2/18/2012,False
